order_id,country, order_value_EUR , cost ,Date,category,customer_name,sales_manager,sales_rep,device_type
21-8595718,UK,21921.66,18802.21,05-03-2020,Smartphones,"Swaniawski, Runolfsson and Green",Jessamine Apark,Jay Morefield,Tablet
06-4611284,Portugal,21341.66,16930.34,28-03-2019,Games,Romaguera-Haley,Celine Tumasian,Smitty Culverhouse,PC
04-4730440,Sweden,84537.2,69405.04,19-01-2020,Games,"Keeling, Monahan and Pollich",Maxie Marrow,Tarrah Castelletti,Mobile
89-7467187,France,40544.43,32666.65,01-08-2020,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC
37-7100862,Finland,178189.57,153421.22,09-08-2019,Games,Johns and Sons,Hube Corey,Mellicent Mattys,PC
20-9472915,France,36276.11,28748.82,23-03-2019,Games,Johns and Sons,Othello Bowes,Ora Grennan,PC
82-8836162,Sweden,36181.81,29698.03,27-10-2020,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,Tablet
38-8230515,UK,66613.31,55462.24,25-09-2019,Electronics,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC
46-8792953,Ireland,77278.68,62951.21,02-10-2020,Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,PC
93-0380487,UK,149938.36,123579.2,14-11-2020,Appliances,Johns and Sons,Jessamine Apark,Jay Morefield,PC
44-2650716,Spain,123953.65,101939.48,08-05-2019,Beauty,Wiza and Sons,Emalia Dinse,Perri Aldersley,PC
78-7812852,Sweden,73773.6,58421.31,21-01-2020,Books,Tromp LLC,Maxie Marrow,Caro Morfield,Mobile
11-2653878,Portugal,206869.73,180928.27,20-07-2020,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC
74-9856135,France,63690.72,53455.62,27-08-2020,Electronics,Hegmann Group,Othello Bowes,Crysta Halls,Mobile
22-8551804,UK,18897.97,16469.58,16-02-2020,Other,Hessel-Stiedemann,Jessamine Apark,Winny Agnolo,Mobile
76-2368068,Portugal,134807.18,108047.95,29-12-2020,Beauty,"Zieme, Bailey and Herzog",Celine Tumasian,Corene Shirer,PC
83-0606533,UK,47082.67,37882.72,30-06-2020,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Winny Agnolo,PC
84-1745028,Portugal,41016.31,32985.32,09-05-2019,Beauty,Homenick-Marvin,Celine Tumasian,Corene Shirer,Tablet
63-2957047,Sweden,43243.45,37764.5,16-05-2019,Clothing,Johns and Sons,Maxie Marrow,Alyosha Meah,PC
90-3993986,Sweden,88832.28,71501.1,23-12-2019,Electronics,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,PC
00-1398218,France,173456.4,149866.33,25-09-2019,Books,Johns and Sons,Othello Bowes,Avrit Chanders,Mobile
09-9618844,Spain,90926.92,73050.69,24-03-2020,Smartphones,"Leffler, Prohaska and Streich",Emalia Dinse,Perri Aldersley,PC
96-5143420,Sweden,72757.01,63378.63,05-03-2020,Other,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC
99-0862667,France,60068.71,47688.55,09-05-2020,Other,Friesen-Rath,Othello Bowes,Crysta Halls,PC
79-6118087,France,105522.72,86581.39,16-02-2019,Clothing,Gislason-Stanton,Othello Bowes,Amelina Piscopiello,PC
07-5296371,Luxembourg,61374.06,49099.25,20-02-2020,Games,"Murray, Reichel and Nolan",Ilsa Kob,Jocelyn Laurentino,PC
93-9111830,Portugal,76856.57,65535.6,31-05-2019,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Hortense Gerring,PC
47-0713476,Spain,174262.11,143278.31,05-04-2019,Games,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,PC
92-2645259,Sweden,151315.26,121173.26,23-05-2019,Beauty,Wiza and Sons,Maxie Marrow,Caro Morfield,PC
93-4118211,Ireland,50495.53,40749.89,31-08-2020,Smartphones,"Heaney, Gulgowski and Kshlerin",Glenine Suttaby,Palm Wetherald,Mobile
90-7039701,UK,36534.09,31138,17-07-2020,Appliances,Wunsch LLC,Jessamine Apark,Winny Agnolo,PC
64-1003834,France,134243.39,113019.51,21-01-2019,Beauty,Kihn Inc,Othello Bowes,Maighdiln Upcraft,PC
24-2679038,France,56068.7,47378.05,06-02-2019,Games,"Dickinson, Hyatt and Berge",Othello Bowes,Ora Grennan,PC
06-4986886,France,31161.76,27300.82,09-05-2020,Beauty,"Hermiston, Simonis and Wisoky",Othello Bowes,Maighdiln Upcraft,Mobile
63-5897834,France,98915.41,85176.06,02-04-2020,Electronics,Schoen-Keeling,Othello Bowes,Ora Grennan,Mobile
45-6860897,Ireland,114232.68,95795.52,23-03-2019,Clothing,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,Tablet
40-9830607,Luxembourg,71360.36,59750.03,02-01-2019,Electronics,Tillman and Sons,Ilsa Kob,Jocelyn Laurentino,PC
09-8360520,Portugal,87459.79,69967.83,16-11-2020,Beauty,Romaguera-Haley,Celine Tumasian,Brynn Dempster,Mobile
55-6785409,Finland,52388.85,45641.17,31-07-2020,Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,PC
12-4881666,Sweden,178304.35,153573.54,09-12-2020,Electronics,Dibbert Inc,Maxie Marrow,Tarrah Castelletti,PC
86-7866497,UK,80013.81,65587.32,27-01-2020,Electronics,Romaguera-Dietrich,Jessamine Apark,Winny Agnolo,PC
12-2375671,Ireland,88684.7,75337.65,23-01-2020,Other,"Leffler, Prohaska and Streich",Glenine Suttaby,Palm Wetherald,PC
56-6310976,UK,161773.31,138283.83,30-04-2019,Books,Johns and Sons,Jessamine Apark,Jay Morefield,PC
08-4398900,France,108968.67,88395.39,17-10-2019,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC
23-3084772,UK,50374.22,44047.22,07-10-2019,Games,Armstrong-Little,Jessamine Apark,Genevra Charrisson,PC
33-8484080,Sweden,174380.2,151518.96,02-01-2019,Appliances,Larkin-Collier,Maxie Marrow,Tarrah Castelletti,PC
28-0362135,Bulgaria,81482.69,64721.7,09-02-2019,Electronics,Johns and Sons,Charil Alpe,Shermy McGready,PC
53-4511393,France,108158.8,89328.35,09-10-2020,Appliances,Altenwerth-Konopelski,Othello Bowes,Crysta Halls,PC
50-0521963,Portugal,76943.74,62870.73,01-06-2019,Electronics,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC
75-6127722,Portugal,57345.79,45716.06,09-11-2020,Clothing,Walter LLC,Celine Tumasian,Hortense Gerring,PC
99-3994854,Sweden,71049.09,58842.86,15-08-2019,Outdoors,Corwin and Sons,Maxie Marrow,Madelon Bront,PC
45-5157875,France,79205.19,65423.49,07-05-2019,Games,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Avrit Chanders,Tablet
97-8921759,France,42290.45,34255.26,10-11-2019,Clothing,Walter LLC,Othello Bowes,Avrit Chanders,Tablet
43-6672888,France,110090.36,93433.69,01-02-2019,Clothing,"Leffler, Prohaska and Streich",Othello Bowes,Maighdiln Upcraft,PC
28-6152726,France,121043.69,96750.22,28-09-2020,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC
26-1201622,Finland,130251.55,105386.53,05-08-2019,Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,PC
18-3315246,France,156110.4,132584.56,22-07-2019,Beauty,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC
40-9114557,Sweden,122273,104531.19,07-01-2020,Appliances,Romaguera-Haley,Maxie Marrow,Caro Morfield,PC
34-8443139,Portugal,126021.1,101762.04,13-06-2020,Beauty,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile
79-0393736,Sweden,69565.47,57808.91,23-05-2020,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC
58-2923511,Bulgaria,174271.91,142083.89,20-05-2019,Clothing,Hessel-Stiedemann,Charil Alpe,Shermy McGready,PC
84-1343954,Portugal,61994.02,54250.97,19-02-2019,Books,Friesen-Rath,Celine Tumasian,Corene Shirer,PC
43-9259516,Sweden,207379.28,166442.61,18-12-2019,Accessories,Franecki-White,Maxie Marrow,Anita Woakes,PC
53-0009701,Sweden,153823.74,129258.09,30-11-2020,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,Mobile
50-2002828,Portugal,251003.51,214105.99,30-07-2019,Clothing,Hilll-Vandervort,Celine Tumasian,Hortense Gerring,PC
90-6933957,UK,78013.63,64509.47,04-04-2020,Clothing,"Keeling, Monahan and Pollich",Jessamine Apark,Genevra Charrisson,PC
98-4201877,Finland,204138.34,165617.44,20-06-2019,Clothing,"Hartmann, Hane and Pfannerstill",Hube Corey,Wat Bowkley,Tablet
86-2962836,Ireland,81358.58,68918.85,21-08-2020,Books,Tillman and Sons,Glenine Suttaby,Palm Wetherald,Mobile
76-5324325,Portugal,81458.94,64434.02,14-11-2019,Books,Johns and Sons,Celine Tumasian,Aurelie Wren,PC
36-3226083,Sweden,79313.86,63316.25,01-03-2020,Appliances,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC
00-8086430,Finland,100978.49,86568.86,09-08-2019,Appliances,Johns and Sons,Hube Corey,Wat Bowkley,PC
98-0946281,Portugal,172444.09,149681.47,05-01-2019,Smartphones,Larkin-Collier,Celine Tumasian,Hortense Gerring,PC
82-4770311,UK,111523.01,98017.57,02-03-2020,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,PC
34-0265266,UK,62947.82,49967.98,16-10-2019,Accessories,"Schowalter, Lesch and Beahan",Jessamine Apark,Genevra Charrisson,PC
47-9858688,France,80294.56,65295.54,04-10-2019,Books,Considine-Fisher,Othello Bowes,Avrit Chanders,PC
24-9178520,France,234961.46,199388.3,02-06-2019,Accessories,"Heaney, Gulgowski and Kshlerin",Othello Bowes,Maighdiln Upcraft,Mobile
17-5553034,France,214615.79,177637.49,30-06-2019,Games,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Amelina Piscopiello,PC
03-5073152,France,173418.59,140746.53,19-05-2019,Electronics,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,PC
19-8109416,France,27400.69,22832.99,18-09-2019,Electronics,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC
16-5710075,Portugal,179323.22,150739.1,08-08-2020,Smartphones,Homenick-Marvin,Celine Tumasian,Brynn Dempster,Tablet
78-5541691,Portugal,135211.42,108534.21,12-08-2019,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,PC
69-8016438,France,186209.44,148818.58,24-06-2019,Clothing,Friesen-Rath,Othello Bowes,Avrit Chanders,Mobile
43-7205800,Ireland,127591.73,108988.86,30-04-2020,Games,"Swaniawski, Runolfsson and Green",Glenine Suttaby,Palm Wetherald,Mobile
84-2496865,Sweden,53093.47,42533.18,25-10-2020,Clothing,Romaguera-Haley,Maxie Marrow,Anita Woakes,PC
13-4700827,Netherlands,28787.17,24610.15,06-08-2019,Games,McGlynn-Prosacco,Denice Amberg,Nero Harbisher,PC
10-5202864,UK,49930.87,40174.38,21-02-2020,Outdoors,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC
29-6521179,Portugal,48763.58,39435.11,14-07-2020,Smartphones,Labadie and Sons,Celine Tumasian,Smitty Culverhouse,PC
30-9137723,France,71079.8,56778.54,15-11-2019,Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Avrit Chanders,PC
55-4422832,Sweden,43158.94,36244.88,13-05-2019,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,PC
12-1257338,France,117538.82,100719.02,03-07-2019,Beauty,Wisoky Inc,Othello Bowes,Avrit Chanders,PC
66-6777720,Portugal,45725.53,36571.28,07-07-2020,Other,Schoen-Keeling,Celine Tumasian,Aurelie Wren,Mobile
53-3568171,Portugal,77522.57,64227.45,31-07-2019,Outdoors,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile
77-6124790,Germany,44118.5,38250.74,04-03-2020,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie MacBain,Mobile
09-3668672,UK,242526,212113.24,03-06-2019,Clothing,Hegmann Group,Jessamine Apark,Winny Agnolo,PC
00-5823706,France,140635.94,115194.9,08-12-2020,Smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC
67-8646070,Portugal,157754.36,132166.6,09-08-2019,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile
58-1975365,France,88977.22,72534.23,03-10-2020,Books,Franecki-White,Othello Bowes,Ora Grennan,PC
99-7842298,Portugal,74231.25,61604.51,11-11-2019,Beauty,Gislason-Stanton,Celine Tumasian,Brynn Dempster,Mobile
80-8019337,Sweden,131402.37,106383.36,03-10-2019,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC
76-8416893,Sweden,156505.37,128647.41,04-05-2019,Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,PC
19-3893110,Portugal,139200.81,120172.06,23-08-2019,Games,Johns and Sons,Celine Tumasian,Brynn Dempster,PC
17-3994138,Sweden,121292.94,104384.7,23-03-2019,Beauty,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,PC
29-8090560,France,84712.13,73004.91,11-07-2020,Books,Altenwerth-Konopelski,Othello Bowes,Ora Grennan,PC
75-5652593,Portugal,172202.38,149816.07,09-04-2019,Appliances,Morissette Group,Celine Tumasian,Hortense Gerring,Tablet
84-5276032,Sweden,108978.79,95432.73,28-11-2019,Games,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Madelon Bront,PC
01-4729172,Portugal,69871.92,58014.66,06-09-2020,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC
70-3373325,France,184221.2,150324.5,15-06-2019,Electronics,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC
73-6329299,France,57348.43,47587.73,12-01-2019,Clothing,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC
74-6221213,France,197581.29,169485.23,13-12-2019,Electronics,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Ora Grennan,PC
53-1326953,Portugal,101321.52,86710.96,17-02-2019,Games,Dibbert Inc,Celine Tumasian,Brynn Dempster,PC
56-7081196,UK,124234.91,98244.97,19-09-2020,Outdoors,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC
85-9560144,Portugal,254883.03,213413.56,12-12-2019,Appliances,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC
35-9605742,France,57333.85,46308.55,24-10-2020,Other,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC
30-0037690,Portugal,65760.39,56672.3,09-10-2020,Smartphones,"Schowalter, Lesch and Beahan",Celine Tumasian,Aurelie Wren,PC
75-6038587,Portugal,53485,46713.8,18-02-2020,Clothing,Johns and Sons,Celine Tumasian,Corene Shirer,PC
45-8966277,France,154950.74,133195.66,09-10-2019,Smartphones,Kihn Inc,Othello Bowes,Crysta Halls,Tablet
23-0941629,UK,19949.11,16364.25,25-02-2019,Beauty,Smith Group,Jessamine Apark,Winny Agnolo,Tablet
44-2757396,France,124784.67,106853.11,22-05-2020,Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,Tablet
21-4464304,Luxembourg,120831.28,95746.71,22-05-2020,Outdoors,Stamm-Zulauf,Ilsa Kob,Jocelyn Laurentino,PC
02-8721192,Portugal,127631.89,110963.17,24-11-2019,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Corene Shirer,PC
46-9710750,Luxembourg,68984.17,59560.93,11-01-2019,Beauty,"Schmitt, Purdy and Johnson",Ilsa Kob,Jocelyn Laurentino,PC
26-1781486,France,56823.17,46583.63,21-12-2019,Beauty,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,Mobile
57-7927520,Portugal,126974.92,101516.45,13-01-2019,Games,Larkin-Collier,Celine Tumasian,Hortense Gerring,PC
95-4271285,Portugal,121736.23,106214.86,06-05-2020,Accessories,"Zieme, Bailey and Herzog",Celine Tumasian,Smitty Culverhouse,PC
66-4296261,France,150287.47,123611.44,05-08-2020,Books,"Fisher, Morar and Skiles",Othello Bowes,Avrit Chanders,PC
24-8477374,Finland,93007.22,81837.05,09-11-2020,Outdoors,McGlynn-Prosacco,Hube Corey,Wat Bowkley,PC
96-1991854,Ireland,165747.2,132912.68,21-01-2020,Books,"Farrell, Swaniawski and Crist",Glenine Suttaby,Bunnie Tonbridge,PC
54-3353166,Sweden,177215.51,155807.88,07-05-2019,Clothing,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,PC
44-6408586,France,99132.04,78819.89,21-03-2020,Smartphones,Kirlin and Sons,Othello Bowes,Avrit Chanders,PC
86-6107692,Germany,180519.86,145968.36,04-07-2019,Games,"Jacobson, Marvin and Brown",Rickard Doogood,Casie MacBain,PC
89-7513050,France,68173.22,54040.91,14-11-2020,Smartphones,Larkin-Collier,Othello Bowes,Amelina Piscopiello,PC
54-2767741,Portugal,97439.36,79773.6,08-08-2019,Games,Labadie and Sons,Celine Tumasian,Brynn Dempster,PC
24-6905998,Sweden,103638.67,84030.23,22-10-2020,Electronics,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC
35-0173281,Sweden,169810.63,145952.24,28-11-2020,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Caro Morfield,PC
93-5465623,France,75264.84,61694.59,16-09-2020,Clothing,Tillman and Sons,Othello Bowes,Ora Grennan,Mobile
67-2823354,Spain,58933.16,51855.29,20-09-2019,Electronics,"Schowalter, Lesch and Beahan",Emalia Dinse,Bertha Walbrook,Mobile
28-0622425,Portugal,168773.6,137398.59,22-08-2019,Games,Tillman and Sons,Celine Tumasian,Corene Shirer,PC
84-0679518,Portugal,152676.77,122385.7,07-07-2020,Outdoors,"Spencer, Rogahn and Muller",Celine Tumasian,Smitty Culverhouse,PC
95-1195568,Portugal,116556.81,95448.37,24-05-2020,Outdoors,"Hermiston, Simonis and Wisoky",Celine Tumasian,Hortense Gerring,PC
57-2495984,France,310539,248275.93,11-12-2020,Electronics,Johns and Sons,Othello Bowes,Ora Grennan,PC
77-5229094,Portugal,106325.72,92705.4,19-09-2019,Games,Goldner-Dibbert,Celine Tumasian,Aurelie Wren,Mobile
09-3747816,Sweden,90602.07,71630,05-03-2020,Electronics,McGlynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,PC
62-9738356,Spain,120012.56,97762.23,11-05-2020,Games,"Schmitt, Purdy and Johnson",Emalia Dinse,Bertha Walbrook,Mobile
22-6938537,France,143658.22,123158.19,30-10-2020,Appliances,Wisoky Inc,Othello Bowes,Amelina Piscopiello,PC
11-0955383,Portugal,263571.82,216155.25,08-06-2020,Outdoors,"Dickinson, Hyatt and Berge",Celine Tumasian,Aurelie Wren,PC
80-1374023,France,131097.05,109203.84,26-06-2020,Beauty,Larkin-Collier,Othello Bowes,Maighdiln Upcraft,PC
66-7112079,Italy,127830.38,103874.97,21-05-2020,Games,Romaguera-Dietrich,Piggy Roscrigg,Joshua Prevost,PC
31-2600204,Portugal,129353.22,111593.02,18-01-2019,Games,Kihn Inc,Celine Tumasian,Corene Shirer,Mobile
00-7031798,Sweden,176473.32,139413.92,22-06-2019,Games,Wisoky Inc,Maxie Marrow,Anita Woakes,PC
20-1827241,Denmark,43609.57,34634.72,01-03-2020,Appliances,Walter LLC,Modestia Byfford,Cobby Andersen,PC
80-5941460,Portugal,137562.42,112140.88,14-04-2020,Clothing,Dibbert Inc,Celine Tumasian,Hortense Gerring,PC
17-3240628,France,51504.5,44592.6,22-09-2019,Appliances,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC
22-5929243,France,38750.53,31298.8,01-09-2019,Outdoors,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC
35-7483371,France,111676.46,92791.97,08-06-2019,Beauty,Armstrong-Little,Othello Bowes,Ora Grennan,PC
71-1921602,Sweden,46849.71,39630.17,26-08-2019,Beauty,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC
22-9949979,Sweden,296844.24,244926.18,08-06-2019,Other,Walter LLC,Maxie Marrow,Tarrah Castelletti,PC
06-8466490,Portugal,163492.16,134178.02,12-08-2020,Appliances,"Shanahan, Schaden and Parker",Celine Tumasian,Corene Shirer,PC
34-6603897,France,116206.87,93104.94,15-04-2019,Games,"Keeling, Monahan and Pollich",Othello Bowes,Amelina Piscopiello,PC
92-3462655,France,195214.72,154649.1,26-06-2019,Books,"Keeling, Monahan and Pollich",Othello Bowes,Maighdiln Upcraft,PC
26-9826298,France,168226.52,136818.63,25-01-2020,Smartphones,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,PC
39-5542863,Sweden,249842.77,218737.35,09-07-2020,Books,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC
18-1809309,Netherlands,105678.39,89720.95,07-05-2020,Games,Hegmann Group,Denice Amberg,Nero Harbisher,Mobile
51-0837613,Portugal,253580.08,212449.39,06-07-2020,Games,Wyman Group,Celine Tumasian,Brynn Dempster,PC
46-0117523,France,56705.66,46986.31,01-02-2019,Outdoors,Johns and Sons,Othello Bowes,Crysta Halls,PC
58-1079558,Sweden,35354.22,30517.76,27-02-2019,Smartphones,"Dickinson, Hyatt and Berge",Maxie Marrow,Caro Morfield,PC
49-9010863,Portugal,25834.34,22450.04,13-03-2020,Electronics,Romaguera-Dietrich,Celine Tumasian,Brynn Dempster,Mobile
58-2028009,Portugal,121928.48,98408.48,19-09-2019,Clothing,Altenwerth-Konopelski,Celine Tumasian,Brynn Dempster,Mobile
03-4045721,France,167935.31,137942.06,18-04-2019,Games,Romaguera-Haley,Othello Bowes,Amelina Piscopiello,PC
80-3039005,Portugal,151151.77,124035.14,30-12-2019,Appliances,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,PC
90-4449856,France,95966.17,75976.42,24-08-2019,Electronics,Littel-Blick,Othello Bowes,Amelina Piscopiello,PC
82-2837449,Portugal,123424.43,98171.79,11-04-2019,Clothing,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC
21-4033151,France,128221.13,102217.88,21-06-2020,Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC
98-6563368,Portugal,204133.95,167553.15,13-06-2020,Games,"Leffler, Prohaska and Streich",Celine Tumasian,Corene Shirer,PC
21-2589548,Sweden,89376.84,73646.52,17-02-2019,Beauty,Johns and Sons,Maxie Marrow,Alyosha Meah,PC
52-7049356,Sweden,110837.96,92106.34,25-02-2019,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Alyosha Meah,PC
35-1708827,Netherlands,118026.37,99873.91,04-07-2020,Appliances,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC
22-1266257,Portugal,177208.76,151779.3,02-01-2019,Appliances,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,Mobile
44-9978904,Sweden,97148.34,77806.11,29-04-2020,Books,Romaguera-Dietrich,Maxie Marrow,Tarrah Castelletti,PC
63-1220717,Spain,144530.35,115407.48,04-08-2020,Other,"Swaniawski, Runolfsson and Green",Emalia Dinse,Manuel Goudie,PC
40-0265810,Sweden,45261.84,37816.27,21-11-2020,Beauty,Tillman and Sons,Maxie Marrow,Madelon Bront,PC
56-6094665,Bulgaria,105277.2,90759.47,21-11-2019,Books,"Spencer, Rogahn and Muller",Charil Alpe,Shermy McGready,PC
75-3776704,Denmark,65822.05,54790.27,11-11-2020,Clothing,"Keeling, Monahan and Pollich",Modestia Byfford,Case Desorts,PC
55-1050582,France,78540.62,63987.04,08-10-2019,Clothing,Considine-Fisher,Othello Bowes,Crysta Halls,PC
78-8602908,Italy,37636.91,30847.21,16-03-2020,Appliances,West-Cummings,Piggy Roscrigg,Joshua Prevost,Mobile
30-3460885,Portugal,138127.81,115240.03,24-05-2020,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Corene Shirer,PC
59-0348389,Ireland,37892.58,30010.92,21-01-2019,Electronics,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC
91-7447818,Bulgaria,65329.65,53237.13,26-02-2020,Clothing,"Christiansen, Donnelly and Bechtelar",Charil Alpe,Shermy McGready,Mobile
37-6449638,France,167072.72,135044.88,21-10-2019,Clothing,O'Connell-Mitchell,Othello Bowes,Ora Grennan,PC
38-2806168,France,164243.32,134121.1,20-05-2019,Smartphones,Kirlin and Sons,Othello Bowes,Amelina Piscopiello,PC
09-7737652,France,174951.18,142690.18,18-09-2019,Clothing,Tillman and Sons,Othello Bowes,Amelina Piscopiello,Mobile
29-1727395,Portugal,98521.87,84571.17,02-01-2020,Clothing,Johns and Sons,Celine Tumasian,Brynn Dempster,PC
92-4695001,Portugal,69750.57,60731.82,19-03-2019,Games,Johns and Sons,Celine Tumasian,Hortense Gerring,PC
51-2167412,Portugal,129022.02,104585.25,20-06-2020,Electronics,Walter LLC,Celine Tumasian,Corene Shirer,PC
27-7169008,Portugal,41805.53,33352.45,23-03-2019,Appliances,"Abbott, Roberts and Torp",Celine Tumasian,Brynn Dempster,Tablet
96-5231814,Finland,145809.65,123136.25,30-07-2019,Appliances,O'Connell-Mitchell,Hube Corey,Mellicent Mattys,PC
03-2027170,France,29443.71,23958.35,29-10-2020,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC
99-9599677,Sweden,138443.23,115101.7,14-06-2019,Clothing,Wyman Group,Maxie Marrow,Alyosha Meah,Mobile
22-0725785,UK,102000.57,87261.49,17-03-2020,Games,Franecki-White,Jessamine Apark,Genevra Charrisson,PC
37-6033123,Portugal,53181.88,42316.82,06-01-2020,Smartphones,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Hortense Gerring,PC
29-5158368,Portugal,99518.86,81854.26,12-03-2019,Books,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC
95-4281933,Portugal,79288.03,68536.57,08-07-2019,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC
61-0532585,France,111557.68,92470.16,15-02-2020,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC
99-9093075,Netherlands,43008.69,34458.56,19-07-2019,Appliances,Stamm-Zulauf,Denice Amberg,Nero Harbisher,PC
65-2631885,France,154936.24,135739.64,29-06-2020,Books,Friesen-Rath,Othello Bowes,Ora Grennan,PC
03-4651559,Sweden,115339.49,100691.37,03-09-2019,Outdoors,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,Mobile
91-6673445,France,65254.5,53919.79,17-06-2019,Games,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC
62-1501210,Netherlands,50241.47,43443.8,17-10-2020,Books,"Schmitt, Purdy and Johnson",Denice Amberg,Nero Harbisher,Tablet
29-0072186,UK,304337.49,261730.24,04-12-2019,Clothing,Wunsch LLC,Jessamine Apark,Genevra Charrisson,PC
06-5115020,Bulgaria,95960.77,76519.12,11-10-2020,Books,Hessel-Stiedemann,Charil Alpe,Bernadine Fullagar,PC
22-6046651,Sweden,152522.94,122399.66,11-04-2020,Outdoors,Hane Inc,Maxie Marrow,Madelon Bront,PC
71-6499815,Sweden,63196.98,54671.71,18-04-2019,Smartphones,"Spencer, Rogahn and Muller",Maxie Marrow,Caro Morfield,PC
81-1454737,Sweden,83119.87,69604.58,29-01-2019,Clothing,O'Connell-Mitchell,Maxie Marrow,Alyosha Meah,PC
26-0092767,France,75483.45,60077.28,03-12-2019,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC
74-6211038,Ireland,65397.28,53920.06,20-03-2020,Outdoors,Baumbach Group,Glenine Suttaby,Bunnie Tonbridge,Mobile
85-5544928,France,48890.14,41180.16,20-05-2019,Clothing,Johns and Sons,Othello Bowes,Ora Grennan,PC
00-6227453,France,80839.75,63936.16,21-05-2020,Games,Goldner-Dibbert,Othello Bowes,Crysta Halls,PC
